aid,sid
1347365,376241683
1347365,376241765
1347365,376241783
1347365,376241784
1347365,376241798
1347365,376241832
1347365,376241834
1347365,376241848
1347365,376241850
1347365,376241865
1347365,376241867
1347365,376241562
1347365,376241594
1347365,376241596
1347365,376241601
1347365,376241626
1347365,376241635
1347365,376241712
1347365,376241728
1347365,376241735
1347365,376241751
1347365,376241785
1347365,376241794
1347365,376241819
1347365,376241828
1347365,376241844
1347365,376241541
1347354,376241791
1347354,376241823
1347354,376241587
1347354,376241592
1347354,376241621
1347354,376241542
1347354,376241553
1347354,376241571
1347354,376241585
1347354,376241610
1347354,376241617
1347354,376241637
1347354,376241676
1347354,376241685
1347354,376241762
1347354,376241778
1347354,376241878
1347354,376241544
1347354,376241560
1347354,376241567
1347354,376241569
1347354,376241603
1347354,376241619
1347354,376241653
1347354,376241660
1347354,376241662
1347354,376241678
1347354,376241703
1347366,376241879
1347366,376241541
1347366,376241574
1347366,376241606
1347366,376241608
1347366,376241656
1347366,376241673
1347366,376241688
1347366,376241689
1347366,376241708
1347366,376241724
1347366,376241772
1347366,376241775
1347366,376241792
1347366,376241809
1347366,376241839
1347366,376241840
1347366,376241857
1347366,376241872
1347366,376241568
1347366,376241577
1347366,376241593
1347366,376241595
1347366,376241659
1347366,376241670
1347366,376241679
1347366,376241686
1347366,376241729
1347366,376241738
1347366,376241743
1347364,376241654
1347364,376241684
1347364,376241693
1347364,376241711
1347364,376241734
1347364,376241768
1347364,376241811
1347364,376241827
1347364,376241836
1347364,376241852
1347364,376241861
1347364,376241870
1347364,376241587
1347364,376241592
1347364,376241621
1347364,376241644
1347364,376241696
1347364,376241701
1347364,376241719
1347364,376241746
1347364,376241760
1347364,376241771
1347364,376241776
1347364,376241803
1347364,376241846
1347364,376241855
1347364,376241880
1347364,376241539
